scenario,layer,mode,step,avg_pop_step,avg_prop_step,std_prop_step,n_pop_samples,n_prop_samples,avg_move_freq_step,avg_harvested_food_step,avg_births_step,avg_entropy_step,avg_confidence_step
S2,0,LLM,19,48.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,20,47.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,21,46.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,22,46.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,23,45.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,24,45.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,25,44.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,26,44.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,27,43.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,28,43.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,29,42.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,30,41.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,31,41.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,32,41.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,33,40.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,34,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,35,38.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,36,37.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,37,36.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,38,36.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,39,35.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,40,35.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,41,34.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,42,33.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,43,32.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,44,31.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,45,31.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,46,30.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,47,30.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,48,29.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,49,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,50,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,51,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,52,28.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,53,28.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,54,27.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,55,26.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,56,26.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,57,26.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,58,25.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,59,25.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,60,25.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,61,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,62,25.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,63,25.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,64,25.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,65,25.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,66,25.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,67,24.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,68,24.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,69,24.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,70,24.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,71,24.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,72,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,73,23.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,74,23.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,75,23.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,76,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,77,22.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,78,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,79,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,80,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,81,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,82,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,83,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,84,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,85,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,86,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,87,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,88,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,89,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,90,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,91,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,92,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,93,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,94,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,95,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,96,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,97,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,98,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,99,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,100,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,101,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,102,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,103,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,104,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,105,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,106,22.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,107,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,108,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,109,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,110,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,111,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,112,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,113,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,114,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,115,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,116,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,117,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,118,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,119,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,120,22.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,121,22.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,122,22.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,123,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,124,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,125,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,126,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,127,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,128,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,129,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,130,23.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,131,23.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,132,23.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,133,23.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,134,23.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,135,23.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,136,23.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,137,23.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,138,23.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,139,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,140,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,141,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,142,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,143,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,144,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,145,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,146,24.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,147,24.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,148,24.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,149,24.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,150,24.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,151,24.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,152,24.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,153,24.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,154,24.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,155,24.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,156,24.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,157,24.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,158,24.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,159,24.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,160,24.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,161,25.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,162,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,163,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,164,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,165,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,166,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,167,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,168,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,169,25.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,170,25.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,171,25.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,172,25.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,173,26.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,174,26.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,175,26.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,176,26.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,177,26.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,178,26.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,179,26.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,180,27.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,181,27.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,182,27.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,183,28.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,184,28.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,185,28.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,186,28.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,187,28.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,188,28.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,189,28.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,190,28.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,191,28.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,192,28.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,193,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,194,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,195,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,196,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,197,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,198,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,199,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,200,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,201,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,202,30.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,203,30.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,204,30.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,205,30.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,206,30.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,207,31.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,208,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,209,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,210,31.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,211,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,212,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,213,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,214,32.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,215,32.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,216,32.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,217,33.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,218,33.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,219,33.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,220,33.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,221,33.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,222,33.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,223,33.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,224,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,225,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,226,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,227,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,228,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,229,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,230,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,231,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,232,34.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,233,34.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,234,34.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,235,34.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,236,34.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,237,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,238,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,239,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,240,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,241,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,242,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,243,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,244,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,245,34.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,246,34.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,247,35.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,248,35.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,249,35.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,250,35.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,251,35.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,252,35.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,253,35.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,254,35.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,255,35.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,256,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,257,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,258,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,259,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,260,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,261,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,262,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,263,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,264,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,265,36.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,266,36.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,267,36.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,268,36.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,269,36.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,270,36.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,271,36.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,272,36.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,273,37.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,274,37.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,275,37.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,276,37.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
